codigo_ocorrencia;ocorrencia_classificacao;ocorrencia_tipo;ocorrencia_tipo_categoria;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;investigacao_status
200911298015441;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201408232553454;INCIDENTE GRAVE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201203125582684;ACIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201107315149413;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201703311448133;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201807181430252;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201610241523118;INCIDENTE;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201210095058370;INCIDENTE;PANE SECA;COMBUSTÍVEL;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201606061154462;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201104027685295;INCIDENTE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201807271407438;INCIDENTE GRAVE;COLISÃO DE AERONAVES EM VOO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CAMPO GRANDE;MS;BRASIL;ATIVA
201607131734068;INCIDENTE GRAVE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
200905255162318;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201202033107380;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201804111939394;ACIDENTE;COLISÃO COM FAUNA;COLISÃO COM FAUNA;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201003196002885;ACIDENTE;PANE SECA;COMBUSTÍVEL;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201303211457768;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201310029352749;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201305098901313;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201112151755110;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201807251255403;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201705241611488;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
200912124867283;INCIDENTE;OUTROS;OUTROS;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201507285006355;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPO GRANDE;MS;BRASIL;FINALIZADA
200904084887039;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201010215404740;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPO GRANDE;MS;BRASIL;FINALIZADA
201403113425077;ACIDENTE;OUTROS;OUTROS;CONCEIÇÃO DO ARAGUAIA;PA;BRASIL;FINALIZADA
201408302736009;ACIDENTE;INDETERMINADO;INDETERMINADO;CUMARU DO NORTE;PA;BRASIL;FINALIZADA
201807101326032;ACIDENTE;INDETERMINADO;INDETERMINADO;CUMARU DO NORTE;PA;BRASIL;ATIVA
200901284367931;ACIDENTE;COLISÃO COM FAUNA;COLISÃO COM FAUNA;CUMARU DO NORTE;PA;BRASIL;FINALIZADA
201107222159654;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CURIONÓPOLIS;PA;BRASIL;FINALIZADA
200905142478810;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;ARAÇATUBA;SP;BRASIL;FINALIZADA
201104045693394;INCIDENTE;COM HÉLICE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARAÇATUBA;SP;BRASIL;FINALIZADA
201102179556035;INCIDENTE;OUTROS;OUTROS;ARAÇATUBA;SP;BRASIL;FINALIZADA
201809101225558;ACIDENTE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;ARAÇATUBA;SP;BRASIL;FINALIZADA
201803261310336;ACIDENTE;PANE SECA;COMBUSTÍVEL;ARAÇATUBA;SP;BRASIL;FINALIZADA
201109062723462;INCIDENTE GRAVE;COM HÉLICE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARAÇATUBA;SP;BRASIL;ATIVA
201111087030380;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARAÇATUBA;SP;BRASIL;FINALIZADA
201011134151023;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARAÇATUBA;SP;BRASIL;ATIVA
201403038642777;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CAROLINA;MA;BRASIL;FINALIZADA
200912236609154;ACIDENTE;INDETERMINADO;INDETERMINADO;CAROLINA;MA;BRASIL;FINALIZADA
201803161630146;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;CURRALINHO;PA;BRASIL;ATIVA
201806072028599;ACIDENTE;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;CAÇAPAVA DO SUL;RS;BRASIL;ATIVA
200901022262333;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MAUÉS;AM;BRASIL;FINALIZADA
201503166080858;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;MAUÉS;AM;BRASIL;FINALIZADA
201109286292201;ACIDENTE;INDETERMINADO;INDETERMINADO;MAUÉS;AM;BRASIL;FINALIZADA
200909097156410;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MAUÉS;AM;BRASIL;FINALIZADA
201704191446339;ACIDENTE;INDETERMINADO;INDETERMINADO;CASSILÂNDIA;MS;BRASIL;ATIVA
201812181150294;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CACEQUI;RS;BRASIL;FINALIZADA
201403094584916;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;ITABAIANA;SE;BRASIL;FINALIZADA
201304186918225;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CHAPADÃO DO SUL;MS;BRASIL;FINALIZADA
200901278990299;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CHAPADÃO DO SUL;MS;BRASIL;FINALIZADA
201402123991787;ACIDENTE;OPERAÇÕES NO SOLO;OPERAÇÕES NO SOLO;CHAPADÃO DO SUL;MS;BRASIL;ATIVA
201812131330504;ACIDENTE;INDETERMINADO;INDETERMINADO;CHAPADÃO DO SUL;MS;BRASIL;ATIVA
200911042920715;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;ELDORADO DOS CARAJÁS;PA;BRASIL;FINALIZADA
201008244239240;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CACHOEIRA DO SUL;RS;BRASIL;FINALIZADA
201704251625357;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;CACHOEIRA DO SUL;RS;BRASIL;FINALIZADA
201104122414756;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CACHOEIRA DO SUL;RS;BRASIL;FINALIZADA
200912163586441;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CACHOEIRA DO SUL;RS;BRASIL;FINALIZADA
201401292417744;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CACHOEIRA DO SUL;RS;BRASIL;FINALIZADA
201808291940102;ACIDENTE;INDETERMINADO;INDETERMINADO;CACHOEIRA DO SUL;RS;BRASIL;ATIVA
201405101741687;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CACHOEIRA DO SUL;RS;BRASIL;FINALIZADA
200910232275126;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAÇADOR;SC;BRASIL;FINALIZADA
201807301321418;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CARIDADE;CE;BRASIL;FINALIZADA
201507104253948;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CHAPADA DOS GUIMARÃES;MT;BRASIL;FINALIZADA
201211015024462;ACIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CHAPADA DOS GUIMARÃES;MT;BRASIL;FINALIZADA
201505207626608;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;IBATEGUARA;AL;BRASIL;FINALIZADA
201107108997848;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BOA ESPERANÇA;PR;BRASIL;FINALIZADA
201309092233964;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CABROBÓ;PE;BRASIL;FINALIZADA
201901211606511;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;JAGUARÉ;ES;BRASIL;ATIVA
201711081233059;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;BOA VISTA DA APARECIDA;PR;BRASIL;ATIVA
201705121807078;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;GOIANÉSIA DO PARÁ;PA;BRASIL;FINALIZADA
201001121584663;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;GURUPÁ;PA;BRASIL;FINALIZADA
201212222017491;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;GURUPÁ;PA;BRASIL;FINALIZADA
201511051145157;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO;COCALINHO;MT;BRASIL;FINALIZADA
201808021726026;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;COCALINHO;MT;BRASIL;ATIVA
201109022443537;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;NOVA OLINDA DO NORTE;AM;BRASIL;FINALIZADA
201805020045065;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;NOVA OLINDA DO NORTE;AM;BRASIL;FINALIZADA
201404047192212;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CORGUINHO;MS;BRASIL;ATIVA
201711211516042;ACIDENTE;OUTROS;OUTROS;ARANDU;SP;BRASIL;FINALIZADA
201712131447417;INCIDENTE;OUTROS;OUTROS;BARREIRAS;BA;BRASIL;FINALIZADA
201407243669445;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;BARREIRAS;BA;BRASIL;FINALIZADA
201405104151636;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BARREIRAS;BA;BRASIL;FINALIZADA
201903151219308;INCIDENTE;INCURSÃO EM PISTA;INCURSÃO EM PISTA;BARREIRAS;BA;BRASIL;FINALIZADA
201209225934902;INCIDENTE GRAVE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;BARREIRAS;BA;BRASIL;ATIVA
201808271422135;INCIDENTE;CONTATO ANORMAL COM A PISTA ;CONTATO ANORMAL COM A PISTA ;BARREIRAS;BA;BRASIL;FINALIZADA
201705162001588;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;BARRO ALTO;GO;BRASIL;FINALIZADA
201603122211039;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLÍDER;MT;BRASIL;FINALIZADA
201503297683543;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLÍDER;MT;BRASIL;FINALIZADA
201801161742184;ACIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OUTROS;LINHARES;ES;BRASIL;ATIVA
201007109874478;INCIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;LINHARES;ES;BRASIL;FINALIZADA
201407167784342;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;NOVO AIRÃO;AM;BRASIL;FINALIZADA
201710171924479;ACIDENTE;OUTROS;OUTROS;NOVO AIRÃO;AM;BRASIL;ATIVA
201904140036152;INCIDENTE GRAVE;INDETERMINADO;INDETERMINADO;CORUMBÁ;MS;BRASIL;FINALIZADA
201805211843347;INCIDENTE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;CORUMBÁ;MS;BRASIL;FINALIZADA
201105145398132;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CORUMBÁ;MS;BRASIL;ATIVA
201106106949540;ACIDENTE;COLISÃO DE AERONAVES EM VOO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CORUMBÁ;MS;BRASIL;FINALIZADA
201804231754358;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO;CORUMBÁ;MS;BRASIL;FINALIZADA
201510063911115;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CORUMBÁ;MS;BRASIL;ATIVA
201507127514621;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CORUMBÁ;MS;BRASIL;FINALIZADA
201310197130428;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CORUMBÁ;MS;BRASIL;FINALIZADA
200911177207890;INCIDENTE;OUTROS;OUTROS;ARARAQUARA;SP;BRASIL;FINALIZADA
201504288063035;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;ARARAQUARA;SP;BRASIL;FINALIZADA
201710041030244;INCIDENTE;INCURSÃO EM PISTA;INCURSÃO EM PISTA;ARARAQUARA;SP;BRASIL;FINALIZADA
201011056921478;ACIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;ARARAQUARA;SP;BRASIL;ATIVA
201012051797371;INCIDENTE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ARARAQUARA;SP;BRASIL;FINALIZADA
201702231523434;INCIDENTE;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO;ARARAQUARA;SP;BRASIL;FINALIZADA
201402133863851;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARARAQUARA;SP;BRASIL;ATIVA
201401129467454;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CABEDELO;PB;BRASIL;FINALIZADA
201306189281466;INCIDENTE;OUTROS;OUTROS;PARNAMIRIM;RN;BRASIL;FINALIZADA
201101235149030;INCIDENTE;OUTROS;OUTROS;PARNAMIRIM;RN;BRASIL;FINALIZADA
200902214685953;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;PARNAMIRIM;RN;BRASIL;FINALIZADA
201012108109141;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PARNAMIRIM;RN;BRASIL;FINALIZADA
201205199749657;INCIDENTE;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PARNAMIRIM;RN;BRASIL;FINALIZADA
200901217394379;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;PARNAMIRIM;RN;BRASIL;FINALIZADA
200904295488656;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PARNAMIRIM;RN;BRASIL;FINALIZADA
201202247926162;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;COSTA RICA;MS;BRASIL;ATIVA
201704171942434;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;NITERÓI;RJ;BRASIL;ATIVA
200908271250731;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;NITERÓI;RJ;BRASIL;FINALIZADA
201209245700240;INCIDENTE GRAVE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;NOVO ARIPUANÃ;AM;BRASIL;FINALIZADA
201705311621378;ACIDENTE;INDETERMINADO;INDETERMINADO;COXIM;MS;BRASIL;FINALIZADA
201206196694523;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ARARAS;SP;BRASIL;ATIVA
201102195848053;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARARAS;SP;BRASIL;FINALIZADA
201503122577271;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;ARARAS;SP;BRASIL;FINALIZADA
201603291237098;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARARAS;SP;BRASIL;FINALIZADA
201305316342670;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;ARARAS;SP;BRASIL;FINALIZADA
200902064396442;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;IGARAPÉ-MIRI;PA;BRASIL;FINALIZADA
201504232316030;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CONFRESA;MT;BRASIL;FINALIZADA
201111013439818;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CONFRESA;MT;BRASIL;FINALIZADA
201603141907185;INCIDENTE GRAVE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;CONQUISTA D'OESTE;MT;BRASIL;FINALIZADA
201402242758488;ACIDENTE;INDETERMINADO;INDETERMINADO;COTRIGUAÇU;MT;BRASIL;FINALIZADA
201101184049880;INCIDENTE;OUTROS;OUTROS;NOVA FRIBURGO;RJ;BRASIL;FINALIZADA
201309189954598;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CUIABÁ;MT;BRASIL;FINALIZADA
201602120937488;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
201004167352225;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CUIABÁ;MT;BRASIL;FINALIZADA
201504073719856;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CUIABÁ;MT;BRASIL;FINALIZADA
201005071882506;INCIDENTE;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
201009258717191;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CUIABÁ;MT;BRASIL;FINALIZADA
201502065661155;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
200908165874725;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CUIABÁ;MT;BRASIL;FINALIZADA
201410313384065;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CUIABÁ;MT;BRASIL;FINALIZADA
201111127615623;ACIDENTE;OUTROS;OUTROS;CUIABÁ;MT;BRASIL;FINALIZADA
201508138561130;INCIDENTE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
201008026882981;INCIDENTE;OUTROS;OUTROS;CUIABÁ;MT;BRASIL;FINALIZADA
201703161424192;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CUIABÁ;MT;BRASIL;FINALIZADA
201004305917589;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CUIABÁ;MT;BRASIL;FINALIZADA
201703141719462;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
201808131226323;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
201703171510458;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;ATIVA
201202062839541;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CUIABÁ;MT;BRASIL;FINALIZADA
201201209912974;INCIDENTE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
201103053851770;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;ATIVA
201009236901879;INCIDENTE;OUTROS;OUTROS;CUIABÁ;MT;BRASIL;FINALIZADA
201609161344017;INCIDENTE;PERDA DE COMPONENTE NO SOLO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;BRASIL;FINALIZADA
201708291905385;INCIDENTE GRAVE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;CUIABÁ;MT;BRASIL;ATIVA
201409016492783;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CUIABÁ;MT;BRASIL;FINALIZADA
201708211533542;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;CUIABÁ;MT;BRASIL;FINALIZADA
201305131953571;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;PARINTINS;AM;BRASIL;FINALIZADA
201406117721301;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;PARINTINS;AM;BRASIL;FINALIZADA
201406249831978;INCIDENTE;F.O.D.;OUTROS;PARINTINS;AM;BRASIL;FINALIZADA
201309102769496;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;PARINTINS;AM;BRASIL;FINALIZADA
201008235420372;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;AREALVA;SP;BRASIL;FINALIZADA
201004127027692;INCIDENTE;VAZAMENTO DE OUTROS FLUIDOS;OUTROS;AREALVA;SP;BRASIL;FINALIZADA
201810111852508;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BELMONTE;BA;BRASIL;ATIVA
201103188944400;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;DENISE;MT;BRASIL;FINALIZADA
201603241740391;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;DENISE;MT;BRASIL;FINALIZADA
201903240133082;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;CAFEZAL DO SUL;PR;BRASIL;ATIVA
201601141722575;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;BOM JESUS DE GOIÁS;GO;BRASIL;ATIVA
201803261207059;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;NOVA IGUAÇU;RJ;BRASIL;ATIVA
